# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
France,2015-12-19,SC Bastia,Stade de Reims,2,0,2.45,3.1,3.1,2.4,3.0,3.1,2.3,3.1,3.1
France,2015-12-20,Girondins de Bordeaux,Olympique de Marseille,1,1,2.8,3.2,2.63,2.75,3.1,2.75,2.9,3.15,2.4
France,2015-12-19,SM Caen,Paris Saint-Germain,0,3,7.0,4.2,1.5,7.5,4.0,1.5,6.3,3.9,1.5
France,2015-12-20,GFC Ajaccio,Olympique Lyonnais,2,1,3.25,3.3,2.3,3.25,3.25,2.3,3.2,3.2,2.2
France,2015-12-19,En Avant de Guingamp,Stade Rennais FC,0,2,2.5,3.0,3.2,2.45,3.0,3.0,2.6,3.1,2.7
France,2015-12-19,FC Lorient,FC Nantes,0,0,2.15,3.1,3.75,2.15,3.0,3.7,2.3,3.0,3.2
France,2015-12-18,OGC Nice,Montpellier Harault SC,1,0,2.3,3.25,3.2,2.4,3.2,2.95,2.3,3.1,3.1
France,2015-12-20,AS Saint-atienne,Angers SCO,1,0,1.91,3.3,4.5,1.9,3.3,4.5,1.9,3.3,4.0
France,2015-12-19,Toulouse FC,LOSC Lille,1,1,2.55,3.1,3.0,2.5,3.1,2.9,2.4,3.15,2.9
France,2015-12-19,ES Troyes AC,AS Monaco,0,0,4.2,3.5,1.91,4.1,3.4,1.95,4.35,3.4,1.8
France,2015-08-15,Angers SCO,FC Nantes,0,0,2.5,3.1,3.1,2.6,3.0,2.85,2.3,3.1,3.1
France,2015-08-15,SM Caen,Toulouse FC,1,0,2.2,3.4,3.25,2.35,3.2,3.0,2.3,3.1,3.1
France,2015-08-15,En Avant de Guingamp,Olympique Lyonnais,0,1,3.6,3.25,2.15,3.7,3.4,2.2,3.1,3.1,2.3
France,2015-08-16,FC Lorient,SC Bastia,1,1,1.85,3.4,4.75,1.91,3.3,4.1,2.0,3.2,3.75
France,2015-08-14,AS Monaco,LOSC Lille,0,0,1.62,3.6,6.5,1.62,3.7,6.5,1.7,3.5,4.85
France,2015-08-16,Paris Saint-Germain,GFC Ajaccio,2,0,1.11,10.0,21.0,1.11,10.0,26.0,1.15,7.0,15.0
France,2015-08-16,Stade de Reims,Olympique de Marseille,1,0,3.5,3.25,2.2,3.2,3.2,2.25,3.45,3.15,2.1
France,2015-08-15,Stade Rennais FC,Montpellier Harault SC,1,0,2.25,3.1,3.5,2.25,3.2,3.2,2.1,3.15,3.45
France,2015-08-15,AS Saint-atienne,Girondins de Bordeaux,1,1,1.95,3.4,4.2,2.0,3.3,3.7,1.9,3.3,4.0
France,2015-08-15,ES Troyes AC,OGC Nice,3,3,2.15,3.25,3.6,2.2,3.1,3.4,2.3,3.1,3.1
France,2016-01-09,Angers SCO,SM Caen,2,0,2.5,3.0,3.2,2.5,3.1,2.9,2.4,3.15,2.9
France,2016-01-09,AS Monaco,GFC Ajaccio,2,2,1.62,3.75,6.0,1.62,3.7,6.25,1.5,3.9,6.3
France,2016-01-10,FC Nantes,AS Saint-atienne,2,1,2.5,3.0,3.1,2.6,3.0,3.0,2.8,3.1,2.5
France,2016-01-10,LOSC Lille,OGC Nice,1,1,1.85,3.4,4.75,1.91,3.4,4.0,1.9,3.3,4.0
France,2016-01-09,Montpellier Harault SC,Girondins de Bordeaux,0,1,2.4,3.1,3.25,2.35,3.1,3.4,2.3,3.1,3.1
France,2016-01-10,Olympique de Marseille,En Avant de Guingamp,0,0,1.62,3.75,6.0,1.62,3.7,6.25,1.5,3.9,6.3
France,2016-01-09,Olympique Lyonnais,ES Troyes AC,4,1,1.33,5.0,9.0,1.36,5.25,8.0,1.4,4.3,7.5
France,2016-01-08,Paris Saint-Germain,SC Bastia,2,0,1.1,10.0,26.0,1.11,9.5,23.0,1.12,8.0,16.0
France,2016-01-09,Stade de Reims,Toulouse FC,1,3,2.6,3.1,2.9,2.6,2.95,2.9,2.5,3.1,2.8
France,2016-01-09,Stade Rennais FC,FC Lorient,2,2,2.0,3.25,4.2,2.0,3.3,3.7,2.0,3.2,3.75
France,2016-01-17,AS Saint-atienne,Olympique Lyonnais,1,0,2.88,3.1,2.63,2.75,3.2,2.7,2.5,3.1,2.8
France,2016-01-16,En Avant de Guingamp,FC Nantes,2,2,2.4,3.0,3.3,2.4,3.0,3.1,2.4,3.15,2.9
France,2016-01-16,ES Troyes AC,Stade Rennais FC,2,4,3.75,3.3,2.1,3.25,3.4,2.15,3.45,3.15,2.1
France,2016-01-16,Girondins de Bordeaux,LOSC Lille,1,0,2.4,3.0,3.3,2.4,3.0,3.1,2.2,3.1,3.3
France,2016-01-17,FC Lorient,AS Monaco,0,2,3.0,3.0,2.6,2.9,3.1,2.6,2.7,3.1,2.6
France,2016-01-16,GFC Ajaccio,Stade de Reims,2,2,2.05,3.2,4.0,2.15,3.2,3.4,2.0,3.2,3.75
France,2016-01-15,OGC Nice,Angers SCO,2,1,2.05,3.1,4.0,2.15,2.95,3.7,2.2,3.1,3.3
France,2016-01-16,SC Bastia,Montpellier Harault SC,1,0,2.75,3.0,2.8,2.75,3.0,2.7,2.4,3.15,2.9
France,2016-01-17,SM Caen,Olympique de Marseille,1,3,2.9,3.2,2.55,2.9,3.1,2.6,2.9,3.15,2.4
France,2016-01-16,Toulouse FC,Paris Saint-Germain,0,1,8.0,4.75,1.4,8.0,4.75,1.4,7.5,4.3,1.4
France,2016-01-24,AS Monaco,Toulouse FC,4,0,1.91,3.3,4.5,1.9,3.5,4.25,1.8,3.4,4.35
France,2016-01-23,En Avant de Guingamp,SC Bastia,1,0,1.85,3.25,5.0,1.85,3.25,4.5,2.0,3.2,3.75
France,2016-01-23,FC Nantes,Girondins de Bordeaux,2,2,2.38,3.1,3.3,2.4,3.0,3.1,2.5,3.0,2.9
France,2016-01-23,LOSC Lille,ES Troyes AC,1,3,1.36,4.75,9.5,1.4,4.33,8.0,1.5,3.9,6.3
France,2016-01-23,Montpellier Harault SC,SM Caen,1,2,2.25,3.2,3.4,2.25,3.1,3.25,2.0,3.2,3.75
France,2016-01-23,OGC Nice,FC Lorient,2,1,1.91,3.4,4.33,1.91,3.3,4.1,2.0,3.2,3.75
France,2016-01-24,Olympique Lyonnais,Olympique de Marseille,1,1,2.25,3.3,3.3,2.25,3.3,3.3,2.3,3.1,3.1
France,2016-01-23,Paris Saint-Germain,Angers SCO,5,1,1.17,7.0,19.0,1.16,7.5,17.5,1.2,5.8,13.0
France,2016-01-24,Stade de Reims,AS Saint-atienne,1,1,2.7,3.1,2.8,2.8,3.1,2.7,2.8,3.1,2.5
France,2016-01-22,Stade Rennais FC,GFC Ajaccio,1,0,1.91,3.3,4.5,1.9,3.4,4.0,1.9,3.35,3.9
France,2016-01-30,Angers SCO,AS Monaco,3,0,3.4,3.0,2.38,3.2,3.1,2.4,3.1,3.1,2.3
France,2016-01-31,AS Saint-atienne,Paris Saint-Germain,0,2,7.5,3.8,1.53,7.5,3.7,1.55,6.0,3.7,1.55
France,2016-01-30,ES Troyes AC,FC Nantes,0,1,3.2,3.3,2.3,2.95,3.25,2.35,2.9,3.15,2.4
France,2016-01-31,Girondins de Bordeaux,Stade Rennais FC,4,0,2.3,3.2,3.3,2.3,3.1,3.2,2.2,3.1,3.3
France,2016-01-30,FC Lorient,Stade de Reims,2,0,2.05,3.3,3.8,2.05,3.1,3.8,2.0,3.2,3.75
France,2016-01-30,GFC Ajaccio,Montpellier Harault SC,0,4,2.4,3.2,3.1,2.5,3.1,2.85,2.4,3.15,2.9
France,2016-01-29,Olympique de Marseille,LOSC Lille,1,1,1.95,3.3,4.33,2.0,3.3,4.0,1.9,3.35,3.9
France,2016-01-30,SC Bastia,Olympique Lyonnais,1,0,5.5,3.5,1.73,5.25,3.5,1.75,4.3,3.3,1.85
France,2016-01-31,SM Caen,OGC Nice,2,0,2.3,3.2,3.1,2.35,3.2,3.0,2.5,3.1,2.8
France,2016-01-30,Toulouse FC,En Avant de Guingamp,1,2,2.15,3.3,3.6,2.1,3.2,3.5,2.1,3.15,3.45
France,2016-02-02,AS Monaco,SC Bastia,2,0,1.44,4.0,9.0,1.45,4.2,8.0,1.5,3.9,6.3
France,2016-02-03,En Avant de Guingamp,ES Troyes AC,4,0,1.62,3.8,6.0,1.62,3.5,6.0,1.65,3.5,5.3
France,2016-02-03,FC Nantes,GFC Ajaccio,3,1,1.91,3.3,4.5,1.95,3.1,4.2,1.9,3.35,3.9
France,2016-02-03,LOSC Lille,SM Caen,1,0,1.75,3.5,5.0,1.83,3.5,4.25,1.85,3.4,4.1
France,2016-02-02,Montpellier Harault SC,Olympique de Marseille,0,1,2.6,3.2,2.88,2.6,3.2,2.85,2.6,3.2,2.6
France,2016-02-03,OGC Nice,Toulouse FC,1,0,2.2,3.25,3.5,2.2,3.2,3.3,2.1,3.15,3.45
France,2016-02-03,Olympique Lyonnais,Girondins de Bordeaux,3,0,1.67,3.75,5.5,1.7,3.8,5.0,1.75,3.4,4.65
France,2016-02-03,Paris Saint-Germain,FC Lorient,3,1,1.18,6.5,21.0,1.18,7.25,16.0,1.17,6.5,14.0
France,2016-02-03,Stade de Reims,Angers SCO,2,1,2.4,3.0,3.3,2.4,3.0,3.1,2.3,3.1,3.1
France,2016-02-04,Stade Rennais FC,AS Saint-atienne,0,1,2.25,3.1,3.5,2.35,3.0,3.4,2.3,3.1,3.1
France,2016-02-06,Angers SCO,Olympique Lyonnais,0,3,3.6,3.1,2.2,3.4,3.25,2.25,3.1,3.1,2.3
France,2016-02-06,AS Monaco,OGC Nice,1,0,1.8,3.5,4.75,1.87,3.4,4.5,1.75,3.4,4.65
France,2016-02-07,Girondins de Bordeaux,AS Saint-atienne,1,4,2.25,3.2,3.4,2.3,3.1,3.4,2.4,3.1,2.9
France,2016-02-06,FC Lorient,Montpellier Harault SC,1,1,2.4,3.2,3.1,2.4,3.1,3.0,2.3,3.1,3.1
France,2016-02-06,GFC Ajaccio,En Avant de Guingamp,0,0,2.6,3.1,2.9,2.65,3.0,2.95,2.5,3.1,2.8
France,2016-02-07,LOSC Lille,Stade Rennais FC,1,1,2.0,3.2,4.2,1.95,3.25,4.0,1.9,3.1,3.9
France,2016-02-07,Olympique de Marseille,Paris Saint-Germain,1,2,5.25,3.6,1.73,5.5,3.5,1.72,5.3,3.5,1.65
France,2016-02-06,SC Bastia,ES Troyes AC,2,0,1.83,3.5,4.5,1.83,3.4,4.33,1.85,3.4,4.1
France,2016-02-06,SM Caen,Stade de Reims,0,2,2.05,3.3,3.8,2.05,3.2,3.7,2.1,3.15,3.45
France,2016-02-06,Toulouse FC,FC Nantes,0,0,2.25,3.1,3.5,2.25,3.1,3.3,2.1,3.15,3.45
France,2016-02-13,GFC Ajaccio,ES Troyes AC,2,3,1.67,3.6,5.75,1.67,3.6,5.25,1.65,3.5,5.3
France,2016-02-14,AS Saint-atienne,AS Monaco,1,1,2.55,3.1,3.0,2.55,3.1,3.0,2.6,3.1,2.7
France,2016-02-13,En Avant de Guingamp,Girondins de Bordeaux,2,4,2.25,3.2,3.4,2.3,3.0,3.3,2.5,3.1,2.8
France,2016-02-13,FC Nantes,FC Lorient,2,1,2.1,3.1,4.0,2.1,3.1,3.75,2.0,3.2,3.75
France,2016-02-13,Montpellier Harault SC,Toulouse FC,2,0,2.1,3.2,3.8,2.1,3.2,3.5,2.1,3.15,3.45
France,2016-02-14,OGC Nice,Olympique de Marseille,1,1,3.1,3.2,2.4,3.1,3.2,2.4,2.8,3.1,2.5
France,2016-02-14,Olympique Lyonnais,SM Caen,4,1,1.57,3.8,6.5,1.57,4.0,6.25,1.6,3.6,5.6
France,2016-02-13,Paris Saint-Germain,LOSC Lille,0,0,1.4,4.75,8.0,1.4,4.5,9.5,1.33,4.8,8.3
France,2016-02-13,Stade de Reims,SC Bastia,0,1,1.85,3.25,5.0,1.83,3.3,4.6,1.9,3.3,4.0
France,2016-02-12,Stade Rennais FC,Angers SCO,1,0,1.91,3.25,4.5,1.95,3.2,4.4,2.0,3.2,3.75
France,2016-02-20,Angers SCO,Montpellier Harault SC,2,3,2.9,3.0,2.65,2.8,2.9,2.7,2.7,3.0,2.7
France,2016-02-20,AS Monaco,ES Troyes AC,3,1,1.36,4.75,9.5,1.36,5.25,8.25,1.35,4.7,7.9
France,2016-02-19,Girondins de Bordeaux,OGC Nice,0,0,2.0,3.3,4.0,2.0,3.3,4.0,2.0,3.2,3.75
France,2016-02-20,FC Lorient,En Avant de Guingamp,4,3,2.2,3.1,3.6,2.2,3.2,3.3,2.2,3.1,3.3
France,2016-02-21,LOSC Lille,Olympique Lyonnais,1,0,2.63,3.1,2.8,2.7,3.0,2.85,2.6,3.1,2.7
France,2016-02-21,Olympique de Marseille,AS Saint-atienne,1,1,1.91,3.3,4.5,1.91,3.25,4.5,2.0,3.2,3.75
France,2016-02-20,Paris Saint-Germain,Stade de Reims,4,1,1.18,7.0,17.0,1.2,6.5,15.0,1.2,5.8,13.0
France,2016-03-09,SC Bastia,FC Nantes,0,0,2.88,2.9,2.8,2.8,2.8,2.8,2.9,2.85,2.6
France,2016-02-21,SM Caen,Stade Rennais FC,1,0,2.7,3.1,2.8,2.7,3.0,2.7,2.65,3.1,2.65
France,2016-02-20,Toulouse FC,GFC Ajaccio,1,1,1.8,3.3,4.75,1.85,3.3,4.4,2.0,3.2,3.75
France,2016-02-28,AS Saint-atienne,SM Caen,1,2,1.73,3.6,5.25,1.75,3.6,5.0,1.7,3.5,4.85
France,2016-02-27,En Avant de Guingamp,Angers SCO,2,2,2.05,3.1,4.2,2.1,3.1,3.7,2.0,3.2,3.75
France,2016-02-27,ES Troyes AC,FC Lorient,0,1,3.3,3.3,2.2,3.25,3.25,2.2,3.9,3.35,1.9
France,2016-02-28,FC Nantes,AS Monaco,0,0,2.45,3.0,3.2,2.6,3.0,3.0,2.6,3.1,2.7
France,2016-03-09,GFC Ajaccio,Olympique de Marseille,1,1,3.6,3.25,2.15,3.25,3.25,2.2,3.3,3.1,2.2
France,2016-02-27,Montpellier Harault SC,LOSC Lille,3,0,2.4,3.0,3.3,2.45,2.95,3.1,2.5,3.1,2.8
France,2016-02-26,OGC Nice,SC Bastia,0,2,1.83,3.4,4.75,1.75,3.4,5.0,1.8,3.4,4.35
France,2016-02-28,Olympique Lyonnais,Paris Saint-Germain,2,1,5.0,3.6,1.75,4.6,3.6,1.8,4.35,3.4,1.8
France,2016-02-27,Stade de Reims,Girondins de Bordeaux,4,1,2.45,3.1,3.1,2.5,3.1,2.9,2.65,3.1,2.65
France,2016-02-27,Toulouse FC,Stade Rennais FC,1,2,2.3,3.1,3.4,2.3,3.1,3.2,2.3,3.1,3.1
France,2016-03-05,Angers SCO,AS Saint-atienne,0,0,3.1,3.0,2.55,3.1,2.85,2.5,2.9,3.15,2.4
France,2016-03-05,Girondins de Bordeaux,GFC Ajaccio,1,1,1.67,3.75,5.5,1.7,3.6,5.0,1.7,3.5,4.85
France,2016-03-05,LOSC Lille,Stade de Reims,2,0,1.83,3.3,5.0,1.85,3.4,4.33,1.8,3.4,4.35
France,2016-03-05,OGC Nice,ES Troyes AC,2,1,1.53,4.0,6.5,1.53,4.2,5.75,1.5,3.9,6.3
France,2016-03-06,Olympique de Marseille,Toulouse FC,1,1,1.7,3.6,5.5,1.65,3.7,5.25,1.75,3.4,4.65
France,2016-03-06,Olympique Lyonnais,En Avant de Guingamp,5,1,1.45,4.0,9.0,1.5,3.8,7.0,1.4,4.3,7.5
France,2016-03-05,Paris Saint-Germain,Montpellier Harault SC,0,0,1.44,4.0,9.0,1.4,4.25,8.5,1.45,4.0,7.0
France,2016-03-05,SC Bastia,FC Lorient,0,0,2.3,3.1,3.4,2.4,3.0,3.1,2.4,3.15,2.9
France,2016-03-04,SM Caen,AS Monaco,2,2,3.25,3.2,2.38,3.2,3.1,2.4,2.9,3.15,2.4
France,2016-03-06,Stade Rennais FC,FC Nantes,4,1,2.2,3.0,3.6,2.3,2.95,3.4,2.25,3.1,3.2
France,2015-08-22,SC Bastia,En Avant de Guingamp,3,0,2.3,3.0,3.4,2.4,3.0,3.1,2.2,3.1,3.3
France,2015-08-22,GFC Ajaccio,Angers SCO,0,2,2.3,3.0,3.6,2.3,2.9,3.4,2.2,3.1,3.3
France,2015-08-23,LOSC Lille,Girondins de Bordeaux,0,0,2.1,3.2,3.8,2.15,3.1,3.5,2.2,3.1,3.3
France,2015-08-23,FC Lorient,AS Saint-atienne,0,1,2.63,3.0,3.0,2.65,3.0,2.8,2.6,3.2,2.6
France,2015-08-22,Olympique Lyonnais,Stade Rennais FC,1,2,1.57,3.75,7.0,1.57,3.75,6.0,1.6,3.6,5.6
France,2015-08-23,Olympique de Marseille,ES Troyes AC,6,0,1.62,3.8,6.0,1.67,3.9,6.0,1.55,3.7,6.0
France,2015-08-21,Montpellier Harault SC,Paris Saint-Germain,0,1,8.0,4.2,1.45,8.5,4.2,1.5,6.3,3.9,1.5
France,2015-08-22,FC Nantes,Stade de Reims,1,0,2.2,3.1,3.6,2.2,3.0,3.5,2.1,3.15,3.45
France,2015-08-22,OGC Nice,SM Caen,2,1,2.2,3.3,3.4,2.3,3.4,3.2,2.3,3.1,3.1
France,2015-08-22,Toulouse FC,AS Monaco,1,1,3.1,3.1,2.5,3.1,3.25,2.55,2.9,3.15,2.4
France,2016-03-11,AS Monaco,Stade de Reims,2,2,1.62,3.8,6.0,1.62,3.8,6.0,1.65,3.5,5.3
France,2016-03-12,En Avant de Guingamp,AS Saint-atienne,2,0,3.0,3.1,2.55,2.75,3.25,2.5,2.9,3.15,2.4
France,2016-03-13,ES Troyes AC,Paris Saint-Germain,0,9,12.0,6.0,1.25,11.5,5.25,1.26,9.0,5.0,1.3
France,2016-03-12,FC Lorient,Olympique de Marseille,1,1,3.1,3.3,2.35,3.1,3.25,2.3,2.9,3.15,2.4
France,2016-03-13,FC Nantes,Angers SCO,2,0,1.85,3.25,5.0,1.83,3.25,4.6,2.0,3.2,3.75
France,2016-03-12,GFC Ajaccio,SM Caen,1,0,2.45,3.1,3.2,2.55,3.25,2.7,2.6,3.2,2.6
France,2016-03-12,Montpellier Harault SC,OGC Nice,0,2,2.0,3.3,4.0,2.0,3.3,3.75,2.1,3.2,3.4
France,2016-03-12,SC Bastia,LOSC Lille,1,2,3.1,2.9,2.6,3.0,3.0,2.5,2.65,3.1,2.65
France,2016-03-13,Stade Rennais FC,Olympique Lyonnais,2,2,3.2,3.2,2.38,3.1,3.2,2.3,2.9,3.15,2.4
France,2016-03-12,Toulouse FC,Girondins de Bordeaux,4,0,2.3,3.3,3.2,2.25,3.3,3.1,2.3,3.2,3.0
France,2016-03-19,Angers SCO,FC Lorient,5,1,2.6,3.0,3.0,2.4,3.1,3.0,2.5,3.1,2.8
France,2016-03-19,AS Saint-atienne,Montpellier Harault SC,3,0,2.0,3.2,4.2,1.91,3.3,4.1,1.9,3.3,4.0
France,2016-03-20,Girondins de Bordeaux,SC Bastia,1,1,1.75,3.3,5.5,1.7,3.5,5.0,1.75,3.4,4.65
France,2016-03-19,LOSC Lille,Toulouse FC,1,0,1.91,3.3,4.5,1.91,3.2,4.25,1.9,3.3,4.0
France,2016-03-20,OGC Nice,GFC Ajaccio,3,0,1.8,3.5,4.75,1.78,3.5,4.5,1.8,3.4,4.35
France,2016-03-18,Olympique de Marseille,Stade Rennais FC,2,5,1.91,3.5,4.2,1.87,3.6,4.25,1.9,3.3,4.0
France,2016-03-19,Olympique Lyonnais,FC Nantes,2,0,1.62,3.75,6.0,1.6,3.6,6.0,1.65,3.5,5.3
France,2016-03-20,Paris Saint-Germain,AS Monaco,0,2,1.33,5.0,10.0,1.33,4.75,9.5,1.4,4.3,7.5
France,2016-03-19,SM Caen,ES Troyes AC,2,1,1.5,4.33,6.5,1.42,4.5,6.75,1.4,4.3,7.5
France,2016-03-19,Stade de Reims,En Avant de Guingamp,0,1,2.2,3.2,3.5,2.15,3.3,3.3,2.2,3.0,3.4
France,2016-04-01,AS Monaco,Girondins de Bordeaux,1,2,1.73,3.6,4.75,1.78,3.6,4.75,1.8,3.4,4.35
France,2016-04-02,En Avant de Guingamp,Montpellier Harault SC,2,2,2.3,3.0,3.5,2.4,3.0,3.1,2.4,3.15,2.9
France,2016-04-02,ES Troyes AC,Angers SCO,0,1,3.4,3.1,2.3,3.2,3.3,2.2,3.45,3.15,2.1
France,2016-04-03,FC Lorient,Olympique Lyonnais,1,3,3.8,3.5,2.0,3.5,3.5,2.0,3.3,3.1,2.2
France,2016-04-03,FC Nantes,LOSC Lille,0,3,2.3,2.9,3.75,2.35,2.8,3.5,2.5,3.1,2.8
France,2016-04-02,GFC Ajaccio,AS Saint-atienne,0,2,3.3,3.0,2.4,3.1,2.9,2.5,2.9,3.15,2.4
France,2016-04-02,Paris Saint-Germain,OGC Nice,4,1,1.57,3.75,6.5,1.6,3.75,5.75,1.6,3.7,5.4
France,2016-04-03,SC Bastia,Olympique de Marseille,2,1,3.25,3.1,2.38,3.0,3.1,2.4,3.1,3.1,2.3
France,2016-04-02,Stade Rennais FC,Stade de Reims,3,1,1.95,3.2,4.5,1.87,3.4,4.2,1.85,3.4,4.1
France,2016-04-02,Toulouse FC,SM Caen,2,0,2.0,3.3,4.0,2.0,3.3,3.7,2.0,3.3,3.6
France,2016-04-09,Angers SCO,GFC Ajaccio,0,0,2.15,3.2,3.5,2.0,3.1,4.0,2.0,3.2,3.75
France,2016-04-09,AS Saint-atienne,ES Troyes AC,1,0,1.29,5.25,10.0,1.28,5.5,9.25,1.2,5.8,13.0
France,2016-04-09,En Avant de Guingamp,Paris Saint-Germain,0,2,3.75,3.2,2.05,3.8,3.3,2.0,3.6,3.3,2.0
France,2016-04-10,LOSC Lille,AS Monaco,4,1,2.25,3.0,3.5,2.3,2.9,3.4,2.4,3.1,2.95
France,2016-04-08,Montpellier Harault SC,Olympique Lyonnais,0,2,3.5,3.4,2.1,3.25,3.2,2.2,3.75,3.2,2.0
France,2016-04-10,OGC Nice,Stade Rennais FC,3,0,2.3,3.25,3.1,2.3,3.1,3.2,2.4,3.15,2.9
France,2016-04-10,Olympique de Marseille,Girondins de Bordeaux,0,0,1.83,3.5,4.33,1.85,3.6,4.0,2.0,3.2,3.75
France,2016-04-09,SM Caen,FC Lorient,1,2,2.15,3.4,3.3,2.1,3.2,3.5,2.1,3.15,3.45
France,2016-04-09,Stade de Reims,FC Nantes,2,1,2.4,3.0,3.2,2.4,3.1,3.0,2.3,3.1,3.1
France,2016-04-09,Toulouse FC,SC Bastia,4,0,1.75,3.6,4.75,1.75,3.5,4.75,1.75,3.4,4.65
France,2016-04-17,AS Monaco,Olympique de Marseille,2,1,2.1,3.4,3.6,2.1,3.3,3.4,2.0,3.2,3.75
France,2016-04-16,ES Troyes AC,Stade de Reims,2,1,5.0,4.0,1.67,4.5,4.0,1.67,4.35,3.4,1.8
France,2016-04-16,Girondins de Bordeaux,Angers SCO,1,3,1.85,3.3,4.75,1.85,3.25,4.6,1.8,3.4,4.35
France,2016-04-16,FC Lorient,Toulouse FC,1,1,2.8,3.4,2.5,2.7,3.3,2.5,2.8,3.1,2.5
France,2016-04-17,FC Nantes,Montpellier Harault SC,0,2,2.4,3.1,3.2,2.4,3.1,3.0,2.3,3.1,3.1
France,2016-04-16,GFC Ajaccio,LOSC Lille,2,4,3.2,3.2,2.38,3.3,3.0,2.3,3.3,3.1,2.2
France,2016-04-15,Olympique Lyonnais,OGC Nice,1,1,1.55,4.2,6.0,1.57,4.0,6.0,1.55,3.7,6.0
France,2016-04-16,Paris Saint-Germain,SM Caen,6,0,1.36,5.0,8.5,1.4,4.6,7.0,1.45,4.0,7.0
France,2016-04-16,SC Bastia,AS Saint-atienne,0,1,4.0,3.2,2.0,3.5,3.2,2.1,3.3,3.1,2.2
France,2016-04-17,Stade Rennais FC,En Avant de Guingamp,0,3,1.91,3.6,4.0,1.83,3.4,4.33,1.9,3.3,4.0
France,2016-04-24,AS Saint-atienne,FC Lorient,2,0,1.44,4.33,8.0,1.5,3.8,7.0,1.5,3.9,6.3
France,2016-04-24,En Avant de Guingamp,SM Caen,1,1,1.95,3.3,4.2,1.9,3.25,4.25,1.9,3.2,4.2
France,2016-05-11,Girondins de Bordeaux,Paris Saint-Germain,1,1,5.5,4.33,1.57,6.0,4.2,1.5,6.3,3.9,1.5
France,2016-04-24,GFC Ajaccio,SC Bastia,3,2,1.91,3.2,4.75,1.78,3.4,4.75,1.75,3.4,4.65
France,2016-04-27,LOSC Lille,Angers SCO,0,0,1.62,3.6,6.5,1.65,3.4,6.0,1.7,3.5,4.85
France,2016-04-24,Montpellier Harault SC,ES Troyes AC,4,1,1.25,5.5,12.0,1.26,5.5,10.5,1.25,5.5,10.3
France,2016-04-22,OGC Nice,Stade de Reims,2,0,1.65,3.8,5.5,1.65,3.8,5.5,1.75,3.4,4.65
France,2016-04-24,Olympique de Marseille,FC Nantes,1,1,,,,1.7,3.4,5.25,1.7,3.5,4.85
France,2016-04-24,Stade Rennais FC,AS Monaco,1,1,2.7,3.1,2.8,2.6,3.1,2.75,2.65,3.1,2.65
France,2016-04-23,Toulouse FC,Olympique Lyonnais,2,3,3.5,3.4,2.1,3.1,3.4,2.2,2.9,3.15,2.4
France,2016-05-01,Angers SCO,Olympique de Marseille,0,1,3.4,3.2,2.25,3.4,3.2,2.25,3.45,3.15,2.1
France,2016-04-30,AS Monaco,En Avant de Guingamp,3,2,1.44,4.33,8.0,1.45,4.5,7.0,1.5,3.9,6.3
France,2016-04-30,AS Saint-atienne,Toulouse FC,0,0,2.0,3.3,4.0,2.0,3.5,3.8,1.85,3.4,4.1
France,2016-04-30,ES Troyes AC,Girondins de Bordeaux,2,4,4.5,4.0,1.73,4.75,4.0,1.7,5.3,3.7,1.6
France,2016-04-30,FC Lorient,LOSC Lille,0,1,3.5,3.25,2.2,3.4,3.4,2.15,3.3,3.2,2.15
France,2016-04-30,FC Nantes,OGC Nice,1,0,3.0,3.2,2.5,2.95,3.25,2.5,3.1,3.1,2.3
France,2016-04-30,Olympique Lyonnais,GFC Ajaccio,2,1,1.3,5.25,11.0,1.3,5.5,10.0,1.3,5.0,9.0
France,2016-04-29,Paris Saint-Germain,Stade Rennais FC,4,0,1.3,5.5,10.0,1.33,5.5,8.75,1.35,4.7,7.9
France,2016-04-30,SM Caen,SC Bastia,0,0,1.95,3.25,4.33,1.95,3.3,4.2,2.2,2.9,3.5
France,2016-04-30,Stade de Reims,Montpellier Harault SC,2,3,2.0,3.3,4.0,2.05,3.4,3.8,2.2,3.1,3.3
France,2016-05-07,Girondins de Bordeaux,FC Lorient,3,0,1.7,3.8,4.75,1.72,3.6,4.75,1.85,3.4,4.1
France,2016-05-07,FC Nantes,SM Caen,1,2,1.83,3.4,4.75,1.95,3.3,3.9,2.0,3.2,3.75
France,2016-05-07,GFC Ajaccio,Paris Saint-Germain,0,4,7.5,4.33,1.45,6.75,4.25,1.45,5.5,4.2,1.5
France,2016-05-07,LOSC Lille,En Avant de Guingamp,0,0,1.44,4.33,8.0,1.44,4.0,8.0,1.4,4.3,7.5
France,2016-05-07,Montpellier Harault SC,Stade Rennais FC,2,0,2.38,3.3,3.1,2.3,3.1,3.25,2.3,3.2,3.0
France,2016-05-07,OGC Nice,AS Saint-atienne,2,0,2.2,3.25,3.5,2.15,3.1,3.5,2.3,3.1,3.1
France,2016-05-07,Olympique de Marseille,Stade de Reims,1,0,1.91,3.3,4.2,1.9,3.75,3.6,1.85,3.7,3.7
France,2016-05-07,Olympique Lyonnais,AS Monaco,6,1,1.7,3.8,4.75,1.72,3.6,4.75,1.9,3.35,3.9
